Bachelor / Master;Campus;Dual;Fachbereich;Semester;Semester YoY T/F;Stand;Stand Semester Auswahl;Stand Semester Auswahl YoY (Kopie);Studiengang;Studiengang (Gruppe);Studienort;Winter / Sommer;Ausländische Studierende;Gesamtstudierende;Gesamtstudierende Semester Auswahl;Gesamtstudierende Semester Auswahl YoY;Studienanfängerinnen und Studienanfänger (1. FS);Studienanfängerinnen und Studienanfänger (1. HS);Studierende in der Regelstudienzeit;Weibliche Studierende
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Wintersemester;1;8;;8;0;0;0;1
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Wintersemester;2;19;;;0;0;1;3
Bachelor;Hauptcampus; ;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Sommersemester;0;5;;;0;0;0;0
Bachelor;Hauptcampus; ;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik - Sichere und mobile Systeme;Informatik - Sichere und mobile Systeme;Trier;Wintersemester;0;1;1;;0;0;0;0
Master;Hauptcampus; ;Informatik;Sommersemester 2023;Falsch;31.05.2023;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Sommersemester;18;174;;;20;1;60;25
Master;Hauptcampus; ;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Informatik;Informatik;Trier;Wintersemester;9;54;;54;5;0;19;5
Master;Hauptcampus; ;Informatik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Wintersemester;16;175;;175;22;2;65;29
Master;Hauptcampus; ;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Informatik;Informatik;Trier;Sommersemester;7;46;;;8;0;23;4
Master;Hauptcampus; ;Informatik;Sommersemester 2024;Falsch;31.05.2024;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Sommersemester;16;173;;;19;4;70;27
Master;Hauptcampus; ;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Informatik;Informatik;Trier;Wintersemester;5;86;;;13;0;33;11
Master;Hauptcampus; ;Informatik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Wintersemester;14;183;;;12;2;79;24
Master;Hauptcampus; ;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik (Fernstudium);Informatik (Fernstudium);Trier;Wintersemester;15;160;160;;13;1;58;24
Master;Hauptcampus; ;Informatik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informatik;Informatik;Trier;Wintersemester;9;48;48;;9;0;22;3
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Informationstechnik;Informationstechnik;Trier;Wintersemester;1;3;3;;3;2;3;0
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;13;94;;;13;8;88;84
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;3;14;;;4;0;10;9
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;16;102;;;18;9;95;90
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;1;12;;;6;0;10;6
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;18;103;;;9;7;96;91
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;0;9;;;4;0;9;7
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;19;131;;;21;19;119;115
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;0;5;;;3;0;5;5
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;19;137;;;23;18;121;120
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;0;10;;;7;0;10;6
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;14;129;;;11;9;118;113
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;1;14;;;7;0;14;10
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;14;137;;137;22;20;128;117
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;2;14;;14;6;0;13;13
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;18;118;;;29;22;111;104
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;0;6;;;2;0;6;6
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;13;138;;;18;11;133;118
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Innenarchitektur;Innenarchitektur;Trier;Sommersemester;3;17;;;6;0;12;16
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;15;150;150;;21;20;137;131
Master;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Innenarchitektur;Innenarchitektur;Trier;Wintersemester;3;15;15;;4;1;9;15
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Sommersemester;0;30;;;1;0;16;11
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Sommersemester;5;47;;;4;0;22;2
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Wintersemester;1;38;;;9;0;17;18
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Sommersemester;1;37;;;0;0;16;17
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Sommersemester;0;31;;;0;0;21;14
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Wintersemester;0;35;;;7;2;23;15
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Sommersemester;0;29;;;0;0;22;12
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Wintersemester;0;35;;35;9;0;16;12
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Wintersemester;1;49;;;16;1;24;22
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Insolvenzrecht und Reorganisationsverfahren;Insolvenzrecht und Reorganisationsverfahren;Birkenfeld;Wintersemester;0;29;29;;6;0;14;12
Master;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Sommersemester;0;2;;;2;0;2;0
Master;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Sommersemester;1;8;;;1;0;8;3
Master;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Wintersemester;2;14;;;5;0;12;5
Master;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Sommersemester;61;74;;;61;52;68;11
Master;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Wintersemester;223;239;;239;172;148;233;21
Master;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Wintersemester;0;6;;;4;0;6;2
Master;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Sommersemester;226;245;;;9;5;234;21
Master;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Interdisziplinäre Ingenieurwissenschaften;Interdisziplinäre Ingenieurwissenschaften;Trier;Wintersemester;234;260;260;;22;7;198;17
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Intermedia Design;Intermedia Design;Trier;Sommersemester;7;118;;;17;7;85;42
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Intermedia Design;Intermedia Design;Trier;Wintersemester;8;124;;;15;13;88;47
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Intermedia Design;Intermedia Design;Trier;Sommersemester;4;120;;;15;9;84;44
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Intermedia Design;Intermedia Design;Trier;Sommersemester;2;126;;;16;6;86;48
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Intermedia Design;Intermedia Design;Trier;Wintersemester;9;128;;;13;9;90;54
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Intermedia Design;Intermedia Design;Trier;Sommersemester;10;145;;;19;12;94;64
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Intermedia Design;Intermedia Design;Trier;Wintersemester;8;138;;138;15;9;87;61
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Intermedia Design;Intermedia Design;Trier;Wintersemester;3;120;;;15;8;83;44
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Intermedia Design;Intermedia Design;Trier;Sommersemester;7;124;;;7;8;78;47
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Intermedia Design;Intermedia Design;Trier;Wintersemester;6;117;117;;17;11;82;47
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Sommersemester;4;55;;;8;5;45;27
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Wintersemester;6;60;;;9;8;47;30
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Sommersemester;6;59;;;9;5;51;33
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Sommersemester;6;52;;;5;2;44;28
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Wintersemester;3;47;;;4;2;40;21
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Sommersemester;2;41;;;2;2;32;17
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Wintersemester;1;44;;44;8;3;36;18
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Wintersemester;6;55;;;3;3;48;32
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Sommersemester;1;46;;;4;1;37;21
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Intermedia Design mit Praxissemester;Intermedia Design;Trier;Wintersemester;2;43;43;;4;3;31;21
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2020;Falsch;02.06.2020;;;International Business;International Business;Trier;Sommersemester;42;164;;;0;0;129;97
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2020/2021;Falsch;30.11.2020;;;International Business;International Business;Trier;Wintersemester;31;173;;;50;47;121;111
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2021;Falsch;02.06.2021;;;International Business;International Business;Trier;Sommersemester;28;136;;;1;7;98;83
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2022;Falsch;31.05.2022;;;International Business;International Business;Trier;Sommersemester;58;142;;;0;7;120;81
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2022/2023;Falsch;30.11.2022;;;International Business;International Business;Trier;Wintersemester;91;184;;;63;54;154;101
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2023;Falsch;31.05.2023;;;International Business;International Business;Trier;Sommersemester;78;165;;;1;10;140;93
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2023/2024;Wahr;30.11.2023;;;International Business;International Business;Trier;Wintersemester;152;243;;243;93;92;221;120
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2021/2022;Falsch;30.11.2021;;;International Business;International Business;Trier;Wintersemester;65;164;;;57;58;127;99
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2024;Falsch;31.05.2024;;;International Business;International Business;Trier;Sommersemester;144;224;;;0;11;209;114
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;International Business;International Business;Trier;Wintersemester;164;265;265;;56;63;242;142
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;International Material Flow Management;International Material Flow Management;Birkenfeld;Sommersemester;101;105;;;1;31;84;47
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;International Material Flow Management;International Material Flow Management;Birkenfeld;Wintersemester;77;82;;82;13;10;58;31
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;International Material Flow Management;International Material Flow Management;Birkenfeld;Wintersemester;71;76;76;;11;11;56;36
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2024;Falsch;31.05.2024;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Sommersemester;18;19;;;0;0;4;7
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Sommersemester;21;23;;;0;1;8;14
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Wintersemester;12;14;;;4;2;5;9
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Sommersemester;10;12;;;0;0;2;9
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Sommersemester;13;14;;;0;0;6;8
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Wintersemester;20;21;;;8;8;13;11
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Sommersemester;16;17;;;0;0;11;8
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2023/2024;Wahr;30.11.2023;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Wintersemester;19;20;;20;4;4;9;8
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Wintersemester;14;16;;;5;5;7;9
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;International Material Flow Management (IW);International Material Flow Management;Birkenfeld;Wintersemester;16;16;16;;0;5;5;8
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2020;Falsch;02.06.2020;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Sommersemester;0;21;;;5;0;14;3
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2020/2021;Falsch;30.11.2020;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Wintersemester;26;29;;;5;5;14;15
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2021;Falsch;02.06.2021;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Sommersemester;27;30;;;3;1;17;18
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2022;Falsch;31.05.2022;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Sommersemester;68;72;;;44;42;55;31
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2022/2023;Falsch;30.11.2022;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Wintersemester;76;82;;;13;10;64;38
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Sommersemester 2023;Falsch;31.05.2023;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Sommersemester;98;105;;;32;32;91;39
Master;Umwelt-Campus Birkenfeld; ;Umweltwirtschaft / Umweltrecht;Wintersemester 2021/2022;Falsch;30.11.2021;;;International Material Flow Management (WW);International Material Flow Management;Birkenfeld;Wintersemester;29;32;;;7;6;17;18
Bachelor;Hauptcampus; ;Technik;Sommersemester 2020;Falsch;02.06.2020;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Sommersemester;3;17;;;2;0;16;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Wintersemester;2;18;;;5;3;17;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Sommersemester;2;19;;;2;0;17;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Sommersemester;2;17;;;1;1;11;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Wintersemester;2;18;;;4;2;12;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Sommersemester;1;17;;;1;0;11;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Wintersemester;0;17;;17;3;3;12;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Wintersemester;2;18;;;1;0;16;1
Bachelor;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Sommersemester;0;12;;;0;0;7;1
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Internet of Things - Digitale Automation;Internet of Things - Digitale Automation;Trier;Wintersemester;1;9;9;;0;0;6;1
Master;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Kommunikationsdesign 2;Kommunikationsdesign;Trier;Sommersemester;1;1;;;0;0;0;1
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Sommersemester;17;35;;;0;0;24;23
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Wintersemester;9;19;;;0;0;7;8
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Sommersemester;8;17;;;0;0;7;7
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Sommersemester;4;8;;;0;0;1;5
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Wintersemester;2;4;;;0;0;0;2
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Sommersemester;1;3;;;0;0;0;2
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Wintersemester;1;1;;1;0;0;0;1
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Wintersemester;9;17;;;0;0;3;9
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2024;Falsch;31.05.2024;;;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Sommersemester;1;1;;;0;0;0;1
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Kommunikationsdesign 6;Kommunikationsdesign;Trier;Wintersemester;1;1;1;;0;0;0;1
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2020;Falsch;02.06.2020;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Sommersemester;23;156;;;18;14;129;115
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2020/2021;Falsch;30.11.2020;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Wintersemester;23;169;;;27;21;146;128
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2021;Falsch;02.06.2021;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Sommersemester;25;170;;;22;17;150;129
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2022;Falsch;31.05.2022;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Sommersemester;28;171;;;21;18;146;131
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2022/2023;Falsch;30.11.2022;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Wintersemester;32;172;;;18;19;146;139
Bachelor;Campus Gestaltung; ;Gestaltung;Sommersemester 2023;Falsch;31.05.2023;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Sommersemester;31;170;;;16;12;144;138
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2023/2024;Wahr;30.11.2023;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Wintersemester;33;173;;173;23;24;148;142
Bachelor;Campus Gestaltung; ;Gestaltung;Wintersemester 2021/2022;Falsch;30.11.2021;;;Kommunikationsdesign 7;Kommunikationsdesign;Trier;Wintersemester;20;160;;;23;18;139;119
